3-gram	*/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	3/1:3	4/1:3	4/2:4	5/1:3	5/2:4	5/3:5	6/1:3	6/2:4	6/3:5	6/4:6	7/1:3	7/2:4	7/3:5	7/4:6	7/5:7	8/1:3	8/2:4	8/3:5	8/4:6	8/5:7	8/6:8	9/1:3	9/2:4	9/3:5	9/4:6	9/5:7	9/6:8	9/7:9	*/1:3	*/2:4	*/3:5	*/4:6	*/5:7	*/6:8	*/7:9	*/8:10	*/9:11	*/-9:-7	*/-8:-6	*/-7:-5	*/-6:-4	*/-5:-3	*/-4:-2	*/-3:-1
UET	25747607	0	1623203	368019	1129440	8735510	2580148	6143535	0	0	1623203	0	368019	0	0	229990	0	899450	0	295689	0	122819	8317002	0	151038	114811	656953	1550712	106634	0	670992	444667	160514	4213963	0	653399	0	3716132	559478	2088402	15284484	2910592	653399	535120	0	0	670992	1003996	2673529	6845531	2041550	12134808
YCE	25715517	0	216346	11395425	861653	1157140	3858233	1640960	0	0	216346	0	275337	11120088	0	861653	0	0	0	705530	0	166070	285540	0	1065700	2792533	0	0	0	0	774108	866852	0	0	0	0	0	3898674	15095506	286713	285540	1579441	1613338	1856538	565226	108953	1808035	2678552	6929056	861653	1533440	11621974
RAJ	25649840	2281819	3755101	3655286	3207572	1110600	2818121	2824702	2281819	3755101	0	3207033	214220	234033	1174118	1412698	0	620756	501838	0	154852	0	453910	552426	0	788926	0	1476769	0	2161670	225807	0	0	437225	0	0	13867180	7448274	1177811	788671	2367904	0	0	0	0	5778447	778233	501838	1963044	5211808	5446090	3590518
AXO	25583803	0	1835992	12066193	5910408	0	2242622	2157922	0	1641582	194410	1891060	10030205	144928	748346	5162062	0	0	0	0	0	0	0	0	2242622	0	0	0	0	0	2157922	0	0	0	0	0	4280988	20625469	144928	0	0	0	532418	0	0	407145	2157922	2242622	748346	7166999	12090328	339338
ADC	25550172	813919	253329	193444	311727	0	0	11095069	813919	0	253329	0	193444	0	149281	162446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1497117	0	9597952	0	0	0	963200	2106336	0	22480636	0	0	0	0	0	9424035	2238161	2717605	9747233	162446	193444	1067248
LUG	25547127	655977	7943521	3362380	4238370	5224795	3113954	146035	655977	622244	7321277	569081	2793299	0	1276244	106981	2718005	137140	3343489	1522753	358553	0	0	0	3007326	0	0	106628	0	0	0	0	146035	0	0	0	6778718	15302048	3076558	283175	106628	0	0	0	0	241200	0	6350815	2945032	1034615	6240176	8114394
IRP	25498210	155356	0	397337	119334	11448680	8316056	2727820	155356	0	0	0	0	397337	0	0	119334	0	0	10638140	810540	0	0	0	7698761	617295	0	0	0	0	2340970	0	386850	0	0	0	155356	20677871	1944506	2720477	0	0	0	0	0	155969	4119033	8098356	11642285	810540	119334	552693
VOW	25482532	3607681	3937443	7681445	7423631	768801	1011891	911812	3607681	3302155	635288	7500070	181375	0	3862036	3561595	0	0	0	335561	0	0	433240	0	730753	169543	0	111595	0	0	0	0	0	911812	0	0	18271942	5444572	169543	0	1596475	0	0	0	0	0	0	730753	4506968	11973477	3595125	4676209
TEB	25445318	0	0	0	0	839168	6677714	7504148	0	0	0	0	0	0	0	0	0	0	0	0	839168	0	0	0	495413	4604372	1577929	0	0	0	0	1848962	5655186	0	0	0	0	495413	8360348	12833988	307805	2410731	115892	151569	769572	0	5248216	6299836	11480169	2417097	0	0
BTS	25424737	129090	0	13216334	11736425	0	342888	0	129090	0	0	0	0	13216334	0	0	0	11736425	0	0	0	0	0	0	0	0	0	0	342888	0	0	0	0	0	0	0	129090	0	13216334	11736425	0	342888	0	0	0	0	0	0	0	0	0	25424737
EIP	25362933	0	0	0	0	17074667	8181083	107183	0	0	0	0	0	0	0	0	0	0	0	6836256	0	10238411	0	0	0	0	8181083	0	0	0	107183	0	0	0	0	0	0	6943439	0	18419494	0	0	0	0	0	0	107183	0	6836256	8181083	10238411	0
GAD	25318717	925025	123952	162119	1375084	13934856	4064623	4008525	925025	123952	0	162119	0	0	960906	273953	140225	0	1757458	0	287894	11889504	0	107612	0	0	2976247	980764	0	0	0	232869	3438921	336735	0	0	4318923	273953	660988	18465337	1429575	0	0	0	169941	0	107612	2263068	4399827	4206889	13134445	925025
LGO	25313727	0	262764	488412	104152	1198857	316599	15076886	0	0	262764	0	372615	115797	0	104152	0	0	0	0	227067	0	971790	0	0	316599	0	0	0	0	15076886	0	0	0	0	0	0	23576376	765561	0	971790	0	0	0	0	7211091	15182984	0	316599	331219	372615	1350351
DCA	25281148	267668	0	0	162446	713024	512917	10876540	267668	0	0	0	0	0	0	0	162446	0	0	0	112638	600386	0	0	0	0	512917	0	0	0	0	143245	109181	10624114	0	0	267668	0	418329	1569824	23025327	0	0	0	0	0	9533376	939647	2527956	11249669	762832	267668
BOB	25277530	15401238	593059	5927457	2019735	1211967	0	124074	15401238	593059	0	5191976	0	735481	1903938	0	115797	0	1211967	0	0	0	0	0	0	0	0	0	0	124074	0	0	0	0	0	0	24426252	0	851278	0	0	0	0	0	0	124074	0	1211967	1903938	5191976	708856	16136719
ORH	25185063	0	0	0	603951	120754	454525	539735	0	0	0	0	0	0	0	603951	0	0	0	0	120754	0	0	0	0	454525	0	0	0	0	124859	414876	0	0	0	0	0	728810	990155	438285	671704	0	22356109	0	0	154044	543908	5321625	18168902	724705	0	0
SEB	25183326	217458	0	420521	507773	632846	11879516	9513110	217458	0	0	172418	0	248103	325595	0	182178	0	0	0	632846	0	0	0	0	11879516	0	0	0	4199255	0	417546	4896309	0	0	0	5977702	0	13360189	5734903	110532	0	0	0	0	4459500	110532	776861	17101420	805264	182178	465561
GAY	25182609	19748216	1833592	1126032	1104031	1095007	275731	0	19748216	1833592	0	1126032	0	0	917497	0	0	186534	749062	0	189710	0	156235	0	0	0	0	0	275731	0	0	0	0	0	0	0	24374399	0	189710	186534	156235	275731	0	0	0	0	0	749062	917497	1315742	1833592	20366716
IAH	25141380	0	0	442466	9750473	6445948	6714207	1328125	0	0	0	0	0	442466	0	0	0	9750473	0	0	0	191298	6254650	0	0	0	0	154443	6559764	0	0	0	0	0	0	1328125	0	135140	442466	9941771	6597166	6696712	1328125	0	0	272088	0	188073	0	0	345741	24335478
ULC	25135758	0	0	6378259	5622213	1328558	1186756	3318589	0	0	0	4317266	2060993	0	3419322	2202891	0	0	0	1328558	0	0	0	121114	552890	0	0	512752	0	513817	115936	0	2688836	0	0	0	12292121	6633052	0	5697833	512752	0	0	0	0	714529	1004020	2794917	7436716	6520157	2573745	0
TUO	25123789	378752	0	0	0	671711	9309926	3147564	378752	0	0	0	0	0	0	0	0	0	0	0	387380	284331	0	169126	0	0	9040293	0	100507	0	0	0	0	3147564	0	0	547878	0	387380	10343823	4424968	4197515	765566	4456659	0	258849	169126	3681165	0	20251059	284331	479259
ZUR	25104511	8521741	154033	1446481	3747421	6633327	4601508	0	8521741	0	154033	0	1238841	207640	3747421	0	0	0	109893	0	134647	6388787	0	0	0	0	4601508	0	0	0	0	0	0	0	0	0	12379055	1392874	342287	10990295	0	0	0	0	0	0	0	109893	3747421	4736155	7627628	8883414
ZAN	25064792	178320	1013841	1311345	1686680	3395842	5391521	9147613	178320	1013841	0	266535	0	1044810	526798	135284	202198	822400	0	0	3221171	174671	0	1580571	0	0	3543083	127965	139902	0	0	6927964	926604	0	1293045	0	3703338	135284	12016436	5573366	127965	2936450	0	571953	0	125672	2075192	7034572	1561144	9019375	2926132	2185432
EWL	24999703	0	0	22861197	153735	1475446	208884	300441	0	0	0	0	22861197	0	0	153735	0	0	0	1475446	0	0	0	0	208884	0	0	0	0	0	300441	0	0	0	0	0	0	24999703	0	0	0	0	0	0	0	0	300441	208884	1475446	153735	22861197	0
EOT	24949260	103626	0	0	100404	519422	382527	2405784	103626	0	0	0	0	0	100404	0	0	0	0	0	316324	0	203098	0	0	179764	202763	0	0	0	0	129718	2276066	0	0	0	204030	2327607	625806	3887419	15642730	366414	241572	408675	277190	2052498	1685795	10080200	8952621	519087	0	306724
PFU	24926086	0	0	0	248747	22671884	0	853415	0	0	0	0	0	0	0	0	248747	0	0	0	0	22671884	0	0	0	0	0	0	0	0	0	0	362033	0	491382	0	0	0	248747	23610337	0	491382	575620	0	0	0	576420	0	362033	0	23987633	0
SGU	24889240	0	0	0	0	5507903	5810554	9951893	0	0	0	0	0	0	0	0	0	0	0	0	5507903	0	0	0	0	5810554	0	0	0	0	0	9951893	0	0	0	0	0	0	24295865	0	593375	0	0	0	0	148429	2754307	10545268	5810554	5507903	0	0
OGG	24843766	177018	1855514	2465151	6189827	10226365	2754481	111656	177018	173357	1682157	0	2465151	0	0	5945162	244665	0	0	6678272	1648653	100133	1799307	0	1106994	1488424	159063	0	0	0	0	111656	0	0	0	0	350375	18373244	3493398	259196	1799307	0	568246	0	0	252725	0	1218650	8346897	8140923	2983306	3658482
JOE	24835377	18957127	5769343	0	0	108907	0	0	18957127	5769343	0	0	0	0	0	0	0	0	0	0	0	108907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24726470	0	0	108907	0	0	0	0	0	0	0	0	0	0	5878250	18957127
ENM	24808651	0	0	0	3795268	10258761	1358127	0	0	0	0	0	0	0	2861593	933675	0	0	0	10258761	0	0	0	993205	0	0	364922	0	0	0	0	0	0	0	0	0	3854798	11600708	0	623000	0	0	0	8730145	0	408272	993205	258078	21850499	1298597	0	0
OEV	24715124	0	0	0	1448664	8917125	107738	2024301	0	0	0	0	0	0	0	1448664	0	0	0	0	8917125	0	0	0	0	0	0	107738	0	0	0	0	0	2024301	0	0	0	1648932	8917125	0	3661662	9966607	348814	0	171984	0	0	0	1529623	22877495	107738	0
USK	24704324	161605	7392304	4491505	5278846	2935656	3104311	885681	161605	0	7392304	0	4491505	0	0	5278846	0	0	0	2524230	220287	0	191139	0	2091834	0	0	1012477	0	0	615082	0	0	114087	156512	0	161605	22848217	220287	0	1317703	156512	0	0	0	454416	615082	2091834	2524230	5613220	5660494	7745048
NWH	24653220	0	0	0	0	0	846824	22897624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846824	0	0	0	0	0	402108	22495516	0	0	0	0	908772	1248932	22495516	0	0	0	0	0	0	0	402108	23342340	0	0	0
HOB	24624287	469187	424868	3680315	8450467	3344282	1675714	397196	469187	424868	0	3541240	139075	0	6661297	1789170	0	0	2480507	749286	114489	0	0	1334996	0	340718	0	0	0	397196	0	0	0	0	0	0	15309291	2677531	455207	0	1134175	1683032	2840646	0	0	1040296	1541115	2824608	7751301	10286863	563943	469187
NJA	24621754	0	0	709216	6736738	1012523	15060780	688127	0	0	0	0	0	709216	0	0	6736738	0	0	0	1012523	0	0	0	0	15060780	0	0	0	0	0	376302	0	311825	0	0	0	0	23895559	0	311825	100269	314101	0	0	0	0	376302	15060780	1738718	6736738	709216
LCH	24565190	0	0	5097671	1012393	4639127	1053792	3286856	0	0	0	0	0	5097671	0	0	1012393	0	0	1418332	2867505	177255	176035	0	0	1053792	0	0	0	0	532664	858594	0	1895598	0	0	0	2953905	12581598	177255	5518986	2894805	0	232291	0	2159280	4111364	1254812	5523259	4763103	1189648	5273706
UPH	24526081	0	0	296201	9498748	2173376	4478726	5721451	0	0	0	296201	0	0	9498748	0	0	0	587231	270371	1315774	0	0	2423460	1709737	345529	0	0	0	3041310	2680141	0	0	0	0	0	17438510	5426268	1661303	0	0	0	0	0	0	3406422	5103601	2296968	10114648	1611975	0	0
NDN	24509551	0	0	0	0	475756	14807989	7762865	0	0	0	0	0	0	0	0	0	0	0	191279	284477	0	0	0	520277	14287712	0	0	0	0	0	0	7228304	534561	0	0	0	711556	14940636	7228304	1243443	238419	0	0	147193	0	368447	520277	22801789	819038	0	0
ESD	24489479	298811	0	675263	204402	10940013	2498506	8555811	298811	0	0	0	675263	0	204402	0	0	0	0	0	10940013	0	0	0	146934	395371	783068	1173133	0	0	699253	0	270697	7585861	0	0	503213	1521450	11335384	1639873	9489559	0	0	0	0	102850	699253	146934	1601035	19308942	1848396	298811
RBY	24479524	0	125223	6593844	15968958	431393	216917	119208	0	0	125223	0	0	6593844	0	0	0	15968958	0	0	0	0	431393	0	0	0	0	0	216917	0	0	0	0	0	0	119208	0	125223	7617825	15968958	431393	216917	119208	0	0	0	1023981	0	0	0	0	23455543
NKA	24464703	0	185320	4138407	1877567	7509184	4927341	3784304	0	0	185320	0	0	4138407	0	1066221	621539	189807	0	158418	6575193	447504	328069	0	0	3641446	1285895	0	0	0	0	0	998036	2608587	0	177681	0	1409959	15082998	2921242	2936656	1936167	177681	0	0	0	0	0	6734067	11535896	1069043	5019284
ELG	24458641	0	199930	2915280	176845	17087884	3867677	110994	0	0	199930	2051408	863872	0	0	176845	0	0	0	16692751	211825	0	183308	0	3867677	0	0	0	0	0	110994	0	0	0	0	0	2051408	21912069	211825	0	283339	0	0	0	0	0	211025	3867677	16692751	2440078	863872	383238
UBC	24425296	239319	0	0	191118	0	1035211	348446	239319	0	0	0	0	0	0	191118	0	0	0	0	0	0	0	0	1035211	0	0	0	0	0	348446	0	0	0	0	0	239319	24185977	0	0	0	0	0	0	0	4033839	348446	1035211	0	191118	0	239319
EDM	24379016	232393	0	143118	9281520	2926780	10739841	678801	232393	0	0	143118	0	0	8881065	400455	0	0	1311054	868453	747273	0	0	1333602	0	2046354	7359885	0	0	239303	0	0	439498	0	0	0	12140535	1268908	3170190	7799383	0	0	0	0	0	615866	1333602	1311054	12235370	8650731	0	232393
RYB	24349586	0	0	0	0	0	0	23917965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23917965	0	0	0	0	0	100980	24248606	0	0	0	0	0	100980	105779	224862	23917965	0	0	0
XTY	24333079	0	0	24210574	0	0	0	122505	0	0	0	0	0	24210574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122505	0	0	0	0	0	0	24333079	0	0	0	0	0	0	0	0	122505	0	0	0	24210574
ZLE	24326896	0	0	0	10433384	11490073	650729	212912	0	0	0	0	0	0	0	0	157072	10276312	0	0	0	10774145	715928	0	0	106234	0	544495	0	0	0	0	0	0	212912	0	0	0	263306	21510830	1398385	919456	234919	0	0	0	0	1166917	244196	0	11923543	10992240
LFU	24274698	0	0	0	7162442	5094868	5876345	2618694	0	0	0	0	0	0	0	0	7162442	0	0	0	0	5094868	0	0	0	2981367	163369	2731609	0	0	0	138317	2214170	0	266207	0	0	0	12038478	7663890	4306123	266207	0	0	0	818548	409302	138317	6655192	163369	15255126	0
ANW	24252400	0	0	586711	111326	185176	439538	22929649	0	0	0	586711	0	0	0	111326	0	0	0	0	185176	0	0	0	0	439538	0	0	0	270919	0	22658730	0	0	0	0	857630	111326	23283444	0	0	0	0	0	0	270919	0	22658730	439538	883213	0	0
DAC	24222199	617172	287121	1423367	1168121	808207	11391426	6710023	617172	287121	0	1423367	0	0	1026501	141620	0	0	253001	0	193622	361584	0	102224	0	4144860	7033372	110970	0	145751	0	1772064	3435133	0	1357075	0	3855137	141620	6723016	11146080	110970	1466111	779265	0	0	643101	217344	2341056	8715530	9132060	2555936	617172
PAM	24183672	1821270	663698	511940	2972637	0	11530321	5313613	1821270	0	663698	511940	0	0	2972637	0	0	0	0	0	0	0	0	8166273	0	2643027	0	0	721021	4764275	0	0	0	373115	0	176223	18664141	897793	3209689	0	373115	721021	176223	141690	0	4764275	8166273	0	5615664	885055	0	3523902
MMY	24175569	0	593270	22422687	1159612	0	0	0	0	0	593270	0	0	22422687	0	0	0	1159612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593270	22422687	1159612	0	0	0	0	0	0	0	0	0	0	0	24175569
JAR	24174245	6240448	4331943	1329238	5196339	4692691	1006684	138242	6240448	3644319	687624	1329238	0	0	5196339	0	0	0	2239151	0	2453540	0	0	223630	0	783054	0	0	0	138242	0	0	0	0	0	0	19153883	687624	3236594	147907	0	0	0	948237	0	138242	223630	2387058	5979393	3782778	4592556	6928072
LCA	24156187	353448	0	277095	1068094	4084782	7489055	5153017	353448	0	0	0	277095	0	0	319736	748358	0	0	950715	3134067	0	0	0	414508	6768122	0	306425	0	0	196779	3433520	0	1522718	0	0	353448	2158833	16805083	0	4210180	526067	0	102576	0	0	2746723	4842994	9733551	4976521	1331878	353448
YAG	24137691	486376	142486	242627	16123392	4956057	1057995	322538	486376	142486	0	136262	106365	0	0	0	16123392	0	0	0	4956057	0	0	0	0	1057995	0	0	0	0	0	322538	0	0	0	0	765124	106365	22459982	806220	0	0	0	0	0	0	105895	1022863	1057995	5092319	16372243	486376
DEW	24131892	3988587	977679	6712347	1741429	0	7529174	2547000	3988587	977679	0	6712347	0	0	766677	0	0	974752	0	0	0	0	0	241616	0	6965429	122370	0	199759	0	0	2125192	421808	0	0	0	12966265	0	9197993	1767875	0	199759	0	0	0	0	597933	2125192	8153914	6834717	977679	5163098
LPF	24101719	0	0	0	0	22671884	0	853415	0	0	0	0	0	0	0	0	0	0	0	0	22671884	0	0	0	0	0	0	0	0	0	0	362033	0	491382	0	0	0	0	23610337	0	491382	0	0	0	0	576420	0	362033	0	23163266	0	0
GAB	24080033	431234	2268769	3052198	2592633	6894735	1933318	4645624	431234	2268769	0	3052198	0	0	2263718	0	328915	0	6234741	0	286739	373255	0	870328	0	934140	128850	0	0	1270738	0	1023781	0	2351105	0	0	16504476	0	2573575	502105	2351105	163061	0	173950	1811761	1270738	870328	7258522	3197858	7967664	2970939	431234
YWA	24012950	0	0	166749	19313301	3654313	491001	186138	0	0	0	0	166749	0	0	321624	18991677	0	0	0	3654313	0	0	0	0	0	0	491001	0	0	0	0	0	186138	0	0	0	488373	22847438	0	677139	0	0	0	0	201448	0	0	0	4162075	19649427	0
MLE	23998916	182195	0	0	8383622	4576601	7198405	1385949	182195	0	0	0	0	0	0	0	8383622	0	0	0	2222913	2353688	0	0	0	0	7198405	0	0	0	0	765995	0	240935	379019	0	182195	0	11475273	10607755	240935	1381864	110894	0	0	394148	0	1430020	0	10775992	11116329	182195
CAY	23924005	531567	269836	14398185	2929795	3029046	2765576	0	531567	269836	0	254116	0	14144069	1297676	0	1189353	442766	708692	0	2120173	200181	0	111820	0	2482160	171596	0	0	0	0	0	0	0	0	0	3173707	0	19935755	814543	0	0	0	0	0	0	111820	708692	3779836	2545885	1659370	15118402
LKA	23914636	0	102206	513618	8020177	3731099	7962887	2673765	0	0	102206	0	0	513618	0	4932505	3087672	0	0	955100	2508853	0	267146	0	7743418	219469	0	0	0	0	1802445	871320	0	0	0	0	0	16446558	7200932	0	267146	0	0	0	0	910884	1802445	8614738	1174569	7441358	3087672	882970
EBL	23898853	0	0	481091	16784597	2822164	550937	1536524	0	0	0	0	481091	0	0	964252	15820345	0	0	570826	2251338	0	0	0	140025	410912	0	0	0	0	0	177681	629264	729579	0	0	0	2156194	19684436	629264	729579	0	0	699380	0	0	646477	317706	2310382	3945169	16301436	0
NDB	23783290	0	0	108799	0	2242170	16954496	3024812	0	0	0	0	0	108799	0	0	0	0	0	0	1192394	1049776	0	0	0	16954496	0	0	0	0	0	3024812	0	0	0	0	0	0	21563564	1152949	1066777	0	0	0	0	125578	157485	3127985	17622403	1192394	1049776	108799
CDO	23709370	171095	0	0	0	0	9066578	13587216	171095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6015687	0	3050891	0	0	0	2062987	6897121	4627108	0	0	0	171095	8078674	7594563	7677999	187039	0	0	0	0	0	2760429	12912808	4814147	3050891	0	171095
SSN	23640415	231606	2350662	0	289124	376298	429549	316373	231606	0	2350662	0	0	0	0	0	289124	0	0	0	376298	0	0	0	0	0	429549	0	0	0	0	0	316373	0	0	0	231606	2350662	665422	745922	136130	1948209	13388486	2976702	519804	0	0	0	19963176	805847	289124	2582268
DUP	23558448	192329	571871	2096821	4238334	2611554	119365	6187595	192329	571871	0	2096821	0	0	3860408	0	0	377926	265104	0	0	0	2346450	119365	0	0	0	0	0	6187595	0	0	0	0	0	0	20089796	0	497876	377926	2346450	246400	0	0	0	6187595	119365	265104	4106808	2096821	571871	2916705
ORF	23553647	252390	257957	1072816	472037	8363740	4566290	2926349	252390	0	257957	205120	581150	286546	348045	123992	0	0	0	7861064	0	0	502676	0	640764	0	3925526	0	0	0	2433697	122144	0	199371	0	171137	805555	15120441	510355	4073956	702047	105696	903841	883473	448283	2745835	2535362	911338	8314805	4454009	1313854	2802462
HUA	23453136	1504496	958458	3285182	7567464	1494188	596038	4706706	1504496	752734	205724	2543806	586637	154739	0	686567	0	6880897	0	0	318929	654520	520739	0	105635	0	0	213709	276694	0	0	0	3423991	396768	0	885947	4801036	1584563	691806	13407894	1131216	796017	885947	154657	0	617937	420567	1733755	3943314	3946070	2207600	10583893
HUD	23373252	1216575	1136612	106585	12201728	4375835	989714	1929469	1216575	0	1136612	0	106585	0	11602303	100631	498794	0	2108414	2120553	146868	0	0	424372	565342	0	0	0	0	0	1929469	0	0	0	0	0	15884056	6843534	645662	0	0	0	0	0	0	884342	2353841	2673756	13722856	247499	605379	2353187
VIB	23368159	100423	142628	164832	442595	3467707	1928118	9881134	100423	142628	0	164832	0	0	442595	0	0	0	3467707	0	0	0	0	1928118	0	0	0	0	0	9881134	0	0	0	0	0	0	23180812	0	0	0	0	187347	0	0	0	9881134	2115465	3467707	442595	164832	142628	100423
NDH	23359629	0	0	437697	10882890	1783091	4154850	1692777	0	0	0	0	0	437697	0	1976087	8906803	0	0	0	1783091	0	0	0	0	3528496	626354	0	0	0	0	1100497	466069	126211	0	0	0	1976087	18713621	1469215	1049214	0	151492	0	0	2136301	445266	1477289	4917568	4511743	9058295	437697
TAV	23335950	128230	0	875805	10821495	6225700	3007654	1794506	128230	0	0	0	875805	0	4202298	1087051	3403128	2129018	1305644	384847	2745973	1789236	0	142229	0	1481734	1383691	0	0	1078359	424314	291833	0	0	0	0	6856760	2772017	7922668	5301945	0	111436	371124	0	0	1078359	566543	1708913	6068879	5216715	6439293	2257248
OUV	23254253	0	124680	0	3241989	5895694	4604608	7614729	0	0	124680	0	0	0	0	2623484	618505	0	559256	5075377	261061	0	0	411454	3939701	145898	0	107555	0	266118	2952171	142066	0	4254374	0	0	1236828	16371236	1167530	116730	4361929	0	0	0	0	964151	3363625	4757753	5221275	7138919	726060	124680
UBD	23175890	0	295076	110540	2033169	4914143	1344918	845202	0	0	295076	0	110540	0	0	2033169	0	0	0	4914143	0	0	0	0	1344918	0	0	0	0	0	696146	0	149056	0	0	0	0	23026834	0	149056	0	0	0	0	0	4123420	696146	1344918	5063199	2033169	110540	295076
TEU	23152976	222956	0	0	1650004	11721616	4240404	694314	222956	0	0	0	0	0	227822	0	1422182	0	506521	665900	482259	10066936	0	1839000	0	0	1974144	427260	0	0	0	0	0	253686	440628	0	2796299	786535	1904441	13561234	680946	1588434	1330533	381535	123019	0	2375511	1067190	893722	3990215	14059773	222956
UTW	23032391	0	0	0	318593	14464324	4010492	2952701	0	0	0	0	0	0	0	318593	0	0	0	14464324	0	0	0	0	3825674	184818	0	0	0	0	2952701	0	0	0	0	0	0	22847573	184818	0	0	0	0	0	0	1185197	2952701	3825674	14649142	318593	0	0
PEU	23009435	1302536	2811765	0	670804	1269461	0	0	1302536	2811765	0	0	0	0	670804	0	0	0	1093918	0	0	175543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5879023	0	0	175543	0	15718516	0	0	0	0	145874	2385056	15782221	0	2987308	1302536
DBA	22983239	562018	0	570314	0	1075244	17508339	1805366	562018	0	0	570314	0	0	0	0	0	0	0	0	117318	957926	0	0	0	0	17508339	0	0	0	0	0	360975	1444391	0	0	1132332	0	117318	18827240	1444391	597281	864677	0	0	0	0	0	360975	21102320	957926	562018
NWE	22979850	0	0	403728	740769	142296	741462	2876488	0	0	0	0	403728	0	0	740769	0	0	0	0	142296	0	0	0	0	0	741462	0	0	0	2876488	0	0	0	0	0	0	4392046	250671	741462	0	17221725	373946	0	0	371061	3453811	16369530	0	2381720	403728	0
GHS	22935604	0	0	2566844	12179967	2311778	2124760	2558306	0	0	0	0	0	2566844	0	0	0	12179967	0	0	0	0	2311778	0	0	0	0	0	2124760	0	0	218686	163517	0	0	2176103	0	0	2976435	12343484	2593415	2124760	2176103	0	0	0	335824	355404	163517	0	0	22080859
KRA	22897470	134455	592320	3831083	5817668	5669755	711602	3663444	134455	262115	330205	3511293	0	319790	4906351	0	160538	750779	893499	3907313	0	868943	0	261861	0	273327	176414	0	0	225678	3437766	0	0	0	0	0	10327117	8463901	897698	2772328	128468	307958	0	0	0	1014295	4395064	1174254	9215459	3995665	1291596	1535229
DFU	22895600	0	0	0	0	11554732	8724924	633324	0	0	0	0	0	0	0	0	0	0	0	0	0	11554732	0	0	0	0	530467	8194457	0	0	0	0	0	0	633324	0	0	0	0	12923812	9338464	633324	0	0	0	0	614985	223628	1144007	530467	20382513	0
TSC	22868646	174678	351460	244591	968756	2987954	5517553	4258013	174678	112237	239223	0	244591	0	0	256966	711790	0	0	0	226320	2761634	0	0	0	1151137	4234471	131945	0	0	0	0	3975365	0	282648	0	286915	740780	2201777	18550717	568131	282648	0	237678	0	367553	4062254	3164625	5562688	4717757	4355794	413901
CUN	22799416	190655	762374	1052836	3052642	6343532	1624027	5761366	190655	762374	0	464919	128902	459015	459321	0	2059376	533945	5020966	0	1196255	126311	0	251013	0	1373014	0	0	0	1502850	0	4258516	0	0	0	0	12170818	128902	9591192	660256	248248	0	0	0	0	1608063	390816	9527730	1832335	1661174	3076963	1183615
GHW	22775004	0	0	0	0	16618512	5307184	0	0	0	0	0	0	0	0	0	0	0	0	0	16618512	0	0	0	0	5307184	0	0	0	0	0	0	0	0	0	0	0	0	22541915	0	0	0	0	233089	0	0	616219	0	5307184	16851601	0	0
NOE	22774486	771277	2869729	5827246	4239245	1300674	1375302	3685080	771277	2869729	0	0	0	5827246	443097	0	3796148	0	0	0	1061816	0	238858	0	0	399828	0	975474	0	0	0	1657460	0	0	2027620	0	4084103	0	14980344	0	1346851	2130853	0	232335	0	546687	1691159	1657460	842925	1061816	9668971	7069716
