9-gram	*/*	9/*	9/1:9	*/1:9	*/2:10	*/3:11	*/4:12	*/5:13	*/6:14	*/7:15	*/8:16	*/9:17	*/-9:-1
ANDPOINTS	557691	0	0	0	0	557691	0	0	0	0	0	0	557691
ATURITIES	557584	0	0	0	557584	0	0	0	0	0	0	0	557584
MATURITIE	557584	0	0	557584	0	0	0	0	0	0	0	0	0
OVERRIDDE	557463	0	0	557463	0	0	0	0	0	0	0	0	0
VERRIDDEN	557463	0	0	0	557463	0	0	0	0	0	0	0	557463
AKRISHNAN	557391	0	0	0	0	0	106783	450608	0	0	0	0	557391
MULTIFORM	557332	310799	310799	557332	0	0	0	0	0	0	0	0	310799
POSTURING	557200	557200	557200	557200	0	0	0	0	0	0	0	0	557200
SCHOOLMEN	557167	557167	557167	557167	0	0	0	0	0	0	0	0	557167
INFINITUM	557094	557094	557094	557094	0	0	0	0	0	0	0	0	557094
PANTHEIST	557027	125749	125749	557027	0	0	0	0	0	0	0	0	125749
ENUDATION	556992	0	0	0	556992	0	0	0	0	0	0	0	556992
DENUDATIO	556992	0	0	556992	0	0	0	0	0	0	0	0	0
BATIONARY	556979	0	0	0	0	0	556979	0	0	0	0	0	556979
OBATIONAR	556979	0	0	0	0	556979	0	0	0	0	0	0	0
ROBATIONA	556979	0	0	0	556979	0	0	0	0	0	0	0	0
NNUMBERED	556856	0	0	0	556856	0	0	0	0	0	0	0	556856
UNNUMBERE	556856	0	0	556856	0	0	0	0	0	0	0	0	0
KIRMISHER	556640	0	0	0	556640	0	0	0	0	0	0	0	0
IRMISHERS	556640	0	0	0	0	556640	0	0	0	0	0	0	556640
DEFERRING	556475	556475	556475	556475	0	0	0	0	0	0	0	0	556475
RISTALSIS	556406	0	0	0	0	556406	0	0	0	0	0	0	556406
ERISTALSI	556406	0	0	0	556406	0	0	0	0	0	0	0	0
PERISTALS	556406	0	0	556406	0	0	0	0	0	0	0	0	0
CREENWRIT	556401	0	0	0	556401	0	0	0	0	0	0	0	0
SCREENWRI	556401	0	0	556401	0	0	0	0	0	0	0	0	0
SYCHOTROP	556387	0	0	0	556387	0	0	0	0	0	0	0	0
YCHOTROPI	556387	0	0	0	0	556387	0	0	0	0	0	0	0
PSYCHOTRO	556387	0	0	556387	0	0	0	0	0	0	0	0	0
CHOTROPIC	556387	0	0	0	0	0	556387	0	0	0	0	0	556387
NPARAMETR	556246	0	0	0	0	556246	0	0	0	0	0	0	0
NONPARAME	556246	0	0	556246	0	0	0	0	0	0	0	0	0
ONPARAMET	556246	0	0	0	556246	0	0	0	0	0	0	0	0
ARTIFICES	556230	556230	556230	556230	0	0	0	0	0	0	0	0	556230
ANDWICHED	556222	0	0	0	556222	0	0	0	0	0	0	0	556222
HAMSTRING	556173	324143	324143	556173	0	0	0	0	0	0	0	0	324143
UNSURPRIS	556074	0	0	556074	0	0	0	0	0	0	0	0	0
NSURPRISI	556074	0	0	0	556074	0	0	0	0	0	0	0	0
ELOCUTION	556068	556068	556068	556068	0	0	0	0	0	0	0	0	556068
MCCORMACK	556064	556064	556064	556064	0	0	0	0	0	0	0	0	556064
REBODINGS	555989	0	0	0	0	555989	0	0	0	0	0	0	555989
ECIPHERED	555984	0	0	0	555984	0	0	0	0	0	0	0	555984
DECIPHERE	555984	0	0	555984	0	0	0	0	0	0	0	0	0
YCOPLASMA	555926	0	0	0	555926	0	0	0	0	0	0	0	428153
MYCOPLASM	555926	0	0	555926	0	0	0	0	0	0	0	0	0
ROOKFIELD	555863	0	0	0	555863	0	0	0	0	0	0	0	555863
BROOKFIEL	555863	0	0	555863	0	0	0	0	0	0	0	0	0
UNREGISTE	555849	0	0	555849	0	0	0	0	0	0	0	0	0
NREGISTER	555849	0	0	0	555849	0	0	0	0	0	0	0	0
ABRICATIN	555812	0	0	0	555812	0	0	0	0	0	0	0	0
CHNOCRATI	555566	0	0	0	0	555566	0	0	0	0	0	0	0
HNOCRATIC	555566	0	0	0	0	0	555566	0	0	0	0	0	555566
RETROVIRA	555555	0	0	284702	0	0	0	270853	0	0	0	0	0
ETROVIRAL	555555	0	0	0	284702	0	0	0	270853	0	0	0	555555
THROPLAST	555512	0	0	0	0	555512	0	0	0	0	0	0	0
HROPLASTY	555512	0	0	0	0	0	555512	0	0	0	0	0	555512
ARTHROPLA	555512	0	0	555512	0	0	0	0	0	0	0	0	0
RTHROPLAS	555512	0	0	0	555512	0	0	0	0	0	0	0	0
AVAGANCES	555490	0	0	0	0	0	0	555490	0	0	0	0	555490
EXTENUATI	555487	0	0	555487	0	0	0	0	0	0	0	0	0
ESEECHING	555415	0	0	0	555415	0	0	0	0	0	0	0	555415
BESEECHIN	555415	0	0	555415	0	0	0	0	0	0	0	0	0
INIMALIST	555357	0	0	0	555357	0	0	0	0	0	0	0	555357
TZWILLIAM	555301	0	0	0	0	555301	0	0	0	0	0	0	555301
ITZWILLIA	555301	0	0	0	555301	0	0	0	0	0	0	0	0
FITZWILLI	555301	0	0	555301	0	0	0	0	0	0	0	0	0
EPRESIDEN	555290	0	0	0	0	0	555290	0	0	0	0	0	0
ICEPRESID	555290	0	0	0	555290	0	0	0	0	0	0	0	0
CEPRESIDE	555290	0	0	0	0	555290	0	0	0	0	0	0	0
VICEPRESI	555290	0	0	555290	0	0	0	0	0	0	0	0	0
EITERATIO	555213	0	0	0	555213	0	0	0	0	0	0	0	0
GRUNDLAGE	555131	202098	202098	555131	0	0	0	0	0	0	0	0	202098
CYTOGENET	554974	0	0	554974	0	0	0	0	0	0	0	0	0
YTOGENETI	554974	0	0	0	554974	0	0	0	0	0	0	0	0
RVERSIONS	554874	0	0	0	0	554874	0	0	0	0	0	0	554874
HUTCHISON	554847	554847	554847	554847	0	0	0	0	0	0	0	0	554847
ROSTHESES	554841	0	0	0	554841	0	0	0	0	0	0	0	554841
ABSTAININ	554841	0	0	554841	0	0	0	0	0	0	0	0	0
PROSTHESE	554841	0	0	554841	0	0	0	0	0	0	0	0	0
BSTAINING	554841	0	0	0	554841	0	0	0	0	0	0	0	554841
ISANTHROP	554818	0	0	0	554818	0	0	0	0	0	0	0	0
MISANTHRO	554818	0	0	554818	0	0	0	0	0	0	0	0	0
FRONTENAC	554771	554771	554771	554771	0	0	0	0	0	0	0	0	554771
MISSIVITY	554716	0	0	0	420910	0	0	0	133806	0	0	0	554716
TRACTIVEL	554671	0	0	0	0	554671	0	0	0	0	0	0	0
RISTOLOGI	554415	0	0	0	0	554415	0	0	0	0	0	0	0
GRESSIVIS	554334	0	0	0	0	0	554334	0	0	0	0	0	0
RESSIVISM	554334	0	0	0	0	0	0	554334	0	0	0	0	554334
APOLITICA	554326	0	0	554326	0	0	0	0	0	0	0	0	0
ESECRATIO	554274	0	0	0	554274	0	0	0	0	0	0	0	0
PERSONATE	554032	101782	101782	202873	0	351159	0	0	0	0	0	0	291695
LYSOSOMES	554019	554019	554019	554019	0	0	0	0	0	0	0	0	554019
PATRIATED	554016	0	0	0	0	554016	0	0	0	0	0	0	554016
OBATIONER	553938	0	0	0	0	553938	0	0	0	0	0	0	259124
ROBATIONE	553938	0	0	0	553938	0	0	0	0	0	0	0	0
QUICKSAND	553906	396422	396422	553906	0	0	0	0	0	0	0	0	396422
LASSICIST	553889	0	0	0	553889	0	0	0	0	0	0	0	304642
ROPAGATES	553827	0	0	0	553827	0	0	0	0	0	0	0	553827
CHISMATIC	553824	0	0	0	553824	0	0	0	0	0	0	0	290430
SCHISMATI	553824	0	0	553824	0	0	0	0	0	0	0	0	0
INGFISHER	553741	0	0	0	553741	0	0	0	0	0	0	0	407996
KINGFISHE	553741	0	0	553741	0	0	0	0	0	0	0	0	0
GENDARMES	553661	553661	553661	553661	0	0	0	0	0	0	0	0	553661
PROCONSUL	553647	450949	450949	553647	0	0	0	0	0	0	0	0	450949
ANGIOSPER	553531	0	0	553531	0	0	0	0	0	0	0	0	0
NGIOSPERM	553531	0	0	0	553531	0	0	0	0	0	0	0	145858
PATROLLED	553529	553529	553529	553529	0	0	0	0	0	0	0	0	553529
CHAMBERLI	553503	0	0	553503	0	0	0	0	0	0	0	0	0
HAMBERLIN	553503	0	0	0	553503	0	0	0	0	0	0	0	553503
HAEMOPHIL	553452	0	0	553452	0	0	0	0	0	0	0	0	0
FORTESCUE	553418	553418	553418	553418	0	0	0	0	0	0	0	0	553418
MYSTIFICA	553411	0	0	444328	0	109083	0	0	0	0	0	0	0
YSTIFICAT	553411	0	0	0	444328	0	109083	0	0	0	0	0	0
EGRADABLE	553291	0	0	0	128308	0	0	424983	0	0	0	0	553291
DEGRADABL	553291	0	0	128308	0	0	424983	0	0	0	0	0	0
STAIRWAYS	553245	553245	553245	553245	0	0	0	0	0	0	0	0	553245
SENCHANTE	553146	0	0	0	0	553146	0	0	0	0	0	0	0
HENZOLLER	553112	0	0	0	0	553112	0	0	0	0	0	0	0
ENZOLLERN	553112	0	0	0	0	0	553112	0	0	0	0	0	424243
OHENZOLLE	553112	0	0	0	553112	0	0	0	0	0	0	0	0
HOHENZOLL	553112	0	0	553112	0	0	0	0	0	0	0	0	0
HARMONICA	553055	342845	342845	553055	0	0	0	0	0	0	0	0	342845
PECTANTLY	552972	0	0	0	0	552972	0	0	0	0	0	0	552972
XPECTANTL	552972	0	0	0	552972	0	0	0	0	0	0	0	0
FIBRILLAR	552971	294413	294413	422664	0	0	0	0	130307	0	0	0	294413
IRECTORSH	552949	0	0	0	552949	0	0	0	0	0	0	0	0
DIPHTHONG	552935	263757	263757	552935	0	0	0	0	0	0	0	0	263757
COEDUCATI	552929	0	0	552929	0	0	0	0	0	0	0	0	0
ERFICIALI	552838	0	0	0	0	0	552838	0	0	0	0	0	0
ACILLATIN	552825	0	0	0	552825	0	0	0	0	0	0	0	0
BSESSIONA	552749	0	0	0	552749	0	0	0	0	0	0	0	0
USTRATORS	552609	0	0	0	0	0	552609	0	0	0	0	0	552609
NEXCEPTIO	552563	0	0	0	552563	0	0	0	0	0	0	0	0
UNEXCEPTI	552563	0	0	552563	0	0	0	0	0	0	0	0	0
RPORATIST	552473	0	0	0	0	552473	0	0	0	0	0	0	552473
RCOLLEGIA	552416	0	0	0	0	0	0	552416	0	0	0	0	0
INTERCOLL	552416	0	0	552416	0	0	0	0	0	0	0	0	0
ERCOLLEGI	552416	0	0	0	0	0	552416	0	0	0	0	0	0
TERCOLLEG	552416	0	0	0	0	552416	0	0	0	0	0	0	0
NTERCOLLE	552416	0	0	0	552416	0	0	0	0	0	0	0	0
REAKFASTE	552320	0	0	0	552320	0	0	0	0	0	0	0	0
EAKFASTED	552320	0	0	0	0	552320	0	0	0	0	0	0	552320
APEUTICAL	552314	0	0	0	0	0	0	552314	0	0	0	0	145874
RAPEUTICA	552314	0	0	0	0	0	552314	0	0	0	0	0	0
ATTESTING	552283	552283	552283	552283	0	0	0	0	0	0	0	0	552283
FASTENERS	552104	552104	552104	552104	0	0	0	0	0	0	0	0	552104
ONEUROSIS	552102	0	0	0	0	436967	0	0	115135	0	0	0	552102
EXTERNALS	552023	552023	552023	552023	0	0	0	0	0	0	0	0	552023
BANNISTER	551998	551998	551998	551998	0	0	0	0	0	0	0	0	551998
UNVARYING	551972	551972	551972	551972	0	0	0	0	0	0	0	0	551972
EREOSCOPI	551898	0	0	0	0	551898	0	0	0	0	0	0	0
REOSCOPIC	551898	0	0	0	0	0	551898	0	0	0	0	0	551898
PHOTOPERI	551832	0	0	551832	0	0	0	0	0	0	0	0	0
HOTOPERIO	551832	0	0	0	551832	0	0	0	0	0	0	0	0
OTOPERIOD	551832	0	0	0	0	551832	0	0	0	0	0	0	401579
ROPHYSICS	551801	0	0	0	0	0	551801	0	0	0	0	0	551801
LAMARTINE	551800	551800	551800	551800	0	0	0	0	0	0	0	0	551800
ONSTRAINS	551712	0	0	0	551712	0	0	0	0	0	0	0	551712
ZYGOMATIC	551500	551500	551500	551500	0	0	0	0	0	0	0	0	551500
DONESIANS	551498	0	0	0	0	551498	0	0	0	0	0	0	551498
ZOROASTER	551378	551378	551378	551378	0	0	0	0	0	0	0	0	551378
LHOUETTES	551323	0	0	0	0	551323	0	0	0	0	0	0	551323
PRODIGIES	551292	551292	551292	551292	0	0	0	0	0	0	0	0	551292
SPRINGBOA	551006	0	0	551006	0	0	0	0	0	0	0	0	0
PRINGBOAR	551006	0	0	0	551006	0	0	0	0	0	0	0	0
RINGBOARD	551006	0	0	0	0	551006	0	0	0	0	0	0	551006
ERCHANGED	550954	0	0	0	0	0	550954	0	0	0	0	0	550954
MPULSIONS	550823	0	0	0	0	550823	0	0	0	0	0	0	550823
ELLENCIES	550739	0	0	0	0	0	550739	0	0	0	0	0	550739
XCELLENCI	550739	0	0	0	550739	0	0	0	0	0	0	0	0
CELLENCIE	550739	0	0	0	0	550739	0	0	0	0	0	0	0
DASHBOARD	550676	550676	550676	550676	0	0	0	0	0	0	0	0	550676
OREGULATI	550649	0	0	0	0	0	325096	0	225553	0	0	0	0
DESECRATE	550612	154147	154147	550612	0	0	0	0	0	0	0	0	154147
KONIGSBER	550590	0	0	550590	0	0	0	0	0	0	0	0	0
ONIGSBERG	550590	0	0	0	550590	0	0	0	0	0	0	0	550590
JUNCTIONA	550441	0	0	550441	0	0	0	0	0	0	0	0	0
VERHEATED	550281	0	0	0	550281	0	0	0	0	0	0	0	550281
OVERHEATE	550281	0	0	550281	0	0	0	0	0	0	0	0	0
ESENCHYMA	550207	0	0	0	550207	0	0	0	0	0	0	0	0
SENCHYMAL	550207	0	0	0	0	550207	0	0	0	0	0	0	550207
OXYGENASE	550199	184157	184157	184157	0	0	162951	0	203091	0	0	0	550199
ITORIALLY	550094	0	0	0	0	259422	0	290672	0	0	0	0	550094
GLEEFULLY	550092	550092	550092	550092	0	0	0	0	0	0	0	0	550092
REDIRECTE	550085	0	0	550085	0	0	0	0	0	0	0	0	0
EDIRECTED	550085	0	0	0	550085	0	0	0	0	0	0	0	550085
ALPHABETS	549969	549969	549969	549969	0	0	0	0	0	0	0	0	549969
RCUMVENTI	549911	0	0	0	0	549911	0	0	0	0	0	0	0
CALAMITOU	549874	0	0	549874	0	0	0	0	0	0	0	0	0
ALAMITOUS	549874	0	0	0	549874	0	0	0	0	0	0	0	549874
RANGULATI	549806	0	0	0	0	549806	0	0	0	0	0	0	0
BLEMISHED	549794	140009	140009	140009	0	409785	0	0	0	0	0	0	549794
ERCALCEMI	549752	0	0	0	0	0	549752	0	0	0	0	0	0
RCALCEMIA	549752	0	0	0	0	0	0	549752	0	0	0	0	549752
YPERCALCE	549752	0	0	0	549752	0	0	0	0	0	0	0	0
PERCALCEM	549752	0	0	0	0	549752	0	0	0	0	0	0	0
PSYCHOLIN	549477	0	0	549477	0	0	0	0	0	0	0	0	0
YCHOLINGU	549477	0	0	0	0	549477	0	0	0	0	0	0	0
HOLINGUIS	549477	0	0	0	0	0	0	549477	0	0	0	0	0
SYCHOLING	549477	0	0	0	549477	0	0	0	0	0	0	0	0
CHOLINGUI	549477	0	0	0	0	0	549477	0	0	0	0	0	0
PITIFULLY	549452	549452	549452	549452	0	0	0	0	0	0	0	0	549452
ATERALISM	549405	0	0	0	0	0	111513	155901	0	281991	0	0	549405
ILATERALI	549405	0	0	0	111513	155901	0	281991	0	0	0	0	0
HAUPTMANN	549371	549371	549371	549371	0	0	0	0	0	0	0	0	549371
FILMSTRIP	549346	247143	247143	549346	0	0	0	0	0	0	0	0	247143
ENOGRAPHI	549273	0	0	0	0	298446	0	0	0	250827	0	0	0
MILITAIRE	549261	390776	390776	549261	0	0	0	0	0	0	0	0	390776
XPENSIVEL	549222	0	0	0	309416	0	239806	0	0	0	0	0	0
NGULARITI	549092	0	0	0	0	549092	0	0	0	0	0	0	0
BEAUTEOUS	549062	549062	549062	549062	0	0	0	0	0	0	0	0	549062
LITHOLOGI	548983	0	0	548983	0	0	0	0	0	0	0	0	0
GARNISHED	548916	548916	548916	548916	0	0	0	0	0	0	0	0	548916
GORITHMIC	548868	0	0	0	0	548868	0	0	0	0	0	0	548868
LGORITHMI	548868	0	0	0	548868	0	0	0	0	0	0	0	0
NENFORCEA	548818	0	0	0	548818	0	0	0	0	0	0	0	0
UNENFORCE	548818	0	0	548818	0	0	0	0	0	0	0	0	0
LTICELLUL	548722	0	0	0	0	548722	0	0	0	0	0	0	0
TICELLULA	548722	0	0	0	0	0	548722	0	0	0	0	0	0
ULTICELLU	548722	0	0	0	548722	0	0	0	0	0	0	0	0
MULTICELL	548722	0	0	548722	0	0	0	0	0	0	0	0	0
COPALIANS	548644	0	0	0	0	0	0	548644	0	0	0	0	548644
REHOLDING	548576	0	0	0	0	0	548576	0	0	0	0	0	367159
AREHOLDIN	548576	0	0	0	0	548576	0	0	0	0	0	0	0
HAREHOLDI	548576	0	0	0	548576	0	0	0	0	0	0	0	0
OTENTIATI	548530	0	0	0	548530	0	0	0	0	0	0	0	0
NTERFEITI	548253	0	0	0	0	0	548253	0	0	0	0	0	0
ERFEITING	548253	0	0	0	0	0	0	0	548253	0	0	0	548253
TERFEITIN	548253	0	0	0	0	0	0	548253	0	0	0	0	0
EGALIZATI	548216	0	0	0	548216	0	0	0	0	0	0	0	0
LEGALIZAT	548216	0	0	548216	0	0	0	0	0	0	0	0	0
GALIZATIO	548216	0	0	0	0	548216	0	0	0	0	0	0	0
LIPOSOMES	548161	548161	548161	548161	0	0	0	0	0	0	0	0	548161
FRANCOISE	548100	548100	548100	548100	0	0	0	0	0	0	0	0	548100
ZHENITSYN	548093	0	0	0	0	0	548093	0	0	0	0	0	548093
OLZHENITS	548093	0	0	0	548093	0	0	0	0	0	0	0	0
SOLZHENIT	548093	0	0	548093	0	0	0	0	0	0	0	0	0
LZHENITSY	548093	0	0	0	0	548093	0	0	0	0	0	0	0
RECREATED	547995	547995	547995	547995	0	0	0	0	0	0	0	0	547995
COLLIERIE	547821	0	0	547821	0	0	0	0	0	0	0	0	0
OLLIERIES	547821	0	0	0	547821	0	0	0	0	0	0	0	547821
TIMESCALE	547780	353855	353855	547780	0	0	0	0	0	0	0	0	353855
METAPHASE	547760	547760	547760	547760	0	0	0	0	0	0	0	0	547760
UNICELLUL	547561	0	0	547561	0	0	0	0	0	0	0	0	0
NICELLULA	547561	0	0	0	547561	0	0	0	0	0	0	0	0
INUTENESS	547488	0	0	0	547488	0	0	0	0	0	0	0	547488
MINUTENES	547488	0	0	547488	0	0	0	0	0	0	0	0	0
YTOLOGICA	547468	0	0	0	547468	0	0	0	0	0	0	0	0
RIOGRAPHI	547456	0	0	0	0	0	0	0	547456	0	0	0	0
NAPPRECIA	547346	0	0	0	547346	0	0	0	0	0	0	0	0
ALLOCATES	547323	547323	547323	547323	0	0	0	0	0	0	0	0	547323
BUNGALOWS	547278	547278	547278	547278	0	0	0	0	0	0	0	0	547278
RPETUATES	547268	0	0	0	0	547268	0	0	0	0	0	0	547268
KERATITIS	547234	547234	547234	547234	0	0	0	0	0	0	0	0	547234
NDISPOSED	547231	0	0	0	547231	0	0	0	0	0	0	0	547231
INDISPOSE	547231	0	0	547231	0	0	0	0	0	0	0	0	0
FOOLHARDY	547212	547212	547212	547212	0	0	0	0	0	0	0	0	547212
FRIENDLES	547040	0	0	547040	0	0	0	0	0	0	0	0	0
RIENDLESS	547040	0	0	0	547040	0	0	0	0	0	0	0	547040
COMMUTERS	546992	546992	546992	546992	0	0	0	0	0	0	0	0	546992
PEGMATITE	546698	304469	304469	546698	0	0	0	0	0	0	0	0	304469
NOEUVRING	546687	0	0	0	0	546687	0	0	0	0	0	0	546687
ANOEUVRIN	546687	0	0	0	546687	0	0	0	0	0	0	0	0
MANOEUVRI	546687	0	0	546687	0	0	0	0	0	0	0	0	0
ECLECTICI	546588	0	0	546588	0	0	0	0	0	0	0	0	0
CLECTICIS	546588	0	0	0	546588	0	0	0	0	0	0	0	0
LECTICISM	546588	0	0	0	0	546588	0	0	0	0	0	0	546588
DUMBARTON	546574	546574	546574	546574	0	0	0	0	0	0	0	0	546574
BILLIARDS	546305	546305	546305	546305	0	0	0	0	0	0	0	0	546305
BESONDERE	546181	127231	127231	322485	0	0	223696	0	0	0	0	0	350927
MBOEMBOLI	546091	0	0	0	0	0	0	546091	0	0	0	0	0
OMBOEMBOL	546091	0	0	0	0	0	546091	0	0	0	0	0	0
HROMBOEMB	546091	0	0	0	546091	0	0	0	0	0	0	0	0
THROMBOEM	546091	0	0	546091	0	0	0	0	0	0	0	0	0
ROMBOEMBO	546091	0	0	0	0	546091	0	0	0	0	0	0	0
PIRITUALS	546065	0	0	0	546065	0	0	0	0	0	0	0	546065
EDDINGTON	546017	435856	435856	435856	110161	0	0	0	0	0	0	0	546017
PUISSANCE	546010	372634	372634	546010	0	0	0	0	0	0	0	0	372634
EGORIZING	545989	0	0	0	0	0	545989	0	0	0	0	0	545989
TEGORIZIN	545989	0	0	0	0	545989	0	0	0	0	0	0	0
ATEGORIZI	545989	0	0	0	545989	0	0	0	0	0	0	0	0
QUARRELED	545968	545968	545968	545968	0	0	0	0	0	0	0	0	545968
LYSOSOMAL	545915	545915	545915	545915	0	0	0	0	0	0	0	0	545915
OTTICELLI	545871	0	0	0	545871	0	0	0	0	0	0	0	545871
BOTTICELL	545871	0	0	545871	0	0	0	0	0	0	0	0	0
PARALYZIN	545673	0	0	545673	0	0	0	0	0	0	0	0	0
ARALYZING	545673	0	0	0	545673	0	0	0	0	0	0	0	545673
CREATIONI	545602	0	0	545602	0	0	0	0	0	0	0	0	0
REATIONIS	545602	0	0	0	545602	0	0	0	0	0	0	0	0
EENHOUSES	545598	0	0	0	0	545598	0	0	0	0	0	0	545598
UNGICIDES	545415	0	0	0	545415	0	0	0	0	0	0	0	545415
MACQUARIE	545373	545373	545373	545373	0	0	0	0	0	0	0	0	545373
HOUSEMAID	545346	410154	410154	545346	0	0	0	0	0	0	0	0	410154
ARTHROSCO	545339	0	0	545339	0	0	0	0	0	0	0	0	0
RTHROSCOP	545339	0	0	0	545339	0	0	0	0	0	0	0	0
LLIGATORS	545307	0	0	0	545307	0	0	0	0	0	0	0	545307
CHWARDENS	545143	0	0	0	0	0	0	545143	0	0	0	0	545143
CHELMSFOR	545035	0	0	545035	0	0	0	0	0	0	0	0	0
HELMSFORD	545035	0	0	0	545035	0	0	0	0	0	0	0	545035
TECHNISCH	544951	0	0	544951	0	0	0	0	0	0	0	0	0
ECHNISCHE	544951	0	0	0	544951	0	0	0	0	0	0	0	404134
XHIBITORS	544857	0	0	0	544857	0	0	0	0	0	0	0	544857
HARTSHORN	544735	174892	174892	544735	0	0	0	0	0	0	0	0	174892
PRESSIONL	544611	0	0	0	0	544611	0	0	0	0	0	0	0
ESSIONLES	544611	0	0	0	0	0	0	544611	0	0	0	0	0
RESSIONLE	544611	0	0	0	0	0	544611	0	0	0	0	0	0
ANDROMEDA	544602	544602	544602	544602	0	0	0	0	0	0	0	0	544602
MERIDIONA	544516	0	0	544516	0	0	0	0	0	0	0	0	0
ERIDIONAL	544516	0	0	0	544516	0	0	0	0	0	0	0	544516
MPETENCES	544488	0	0	0	0	544488	0	0	0	0	0	0	544488
MICROFORM	544400	392428	392428	544400	0	0	0	0	0	0	0	0	392428
INVAGINAT	544389	0	0	544389	0	0	0	0	0	0	0	0	0
CRIBBLING	544337	0	0	0	544337	0	0	0	0	0	0	0	544337
SCRIBBLIN	544337	0	0	544337	0	0	0	0	0	0	0	0	0
EPOPULATI	544320	0	0	0	544320	0	0	0	0	0	0	0	0
OCCLUSIVE	544270	544270	544270	544270	0	0	0	0	0	0	0	0	544270
EFECTIVES	544224	0	0	0	544224	0	0	0	0	0	0	0	544224
ROOFREADI	544117	0	0	0	544117	0	0	0	0	0	0	0	0
OFREADING	544117	0	0	0	0	0	544117	0	0	0	0	0	544117
OOFREADIN	544117	0	0	0	0	544117	0	0	0	0	0	0	0
RESUSPEND	544056	198153	198153	544056	0	0	0	0	0	0	0	0	198153
UNADORNED	544055	544055	544055	544055	0	0	0	0	0	0	0	0	544055
ISTAMINES	544013	0	0	0	0	0	0	0	544013	0	0	0	544013
REAMWEAVE	544007	0	0	0	544007	0	0	0	0	0	0	0	0
EAMWEAVER	544007	0	0	0	0	544007	0	0	0	0	0	0	544007
DREAMWEAV	544007	0	0	544007	0	0	0	0	0	0	0	0	0
SALVADORA	543971	0	0	543971	0	0	0	0	0	0	0	0	0
ALVADORAN	543971	0	0	0	543971	0	0	0	0	0	0	0	425764
ICHLORIDE	543903	0	0	0	377456	166447	0	0	0	0	0	0	543903
NATTENTIV	543869	0	0	0	543869	0	0	0	0	0	0	0	0
ROMATOSIS	543837	0	0	0	0	0	0	0	0	213625	0	330212	543837
ASTEFULLY	543801	0	0	0	543801	0	0	0	0	0	0	0	543801
FINALIZED	543688	543688	543688	543688	0	0	0	0	0	0	0	0	543688
SAPHENOUS	543607	543607	543607	543607	0	0	0	0	0	0	0	0	543607
TERFACING	543516	0	0	0	0	543516	0	0	0	0	0	0	543516
NTERFACIN	543516	0	0	0	543516	0	0	0	0	0	0	0	0
NTERREGNU	543444	0	0	0	543444	0	0	0	0	0	0	0	0
INTERREGN	543444	0	0	543444	0	0	0	0	0	0	0	0	0
TERREGNUM	543444	0	0	0	0	543444	0	0	0	0	0	0	543444
HYPOPHYSE	543328	0	0	543328	0	0	0	0	0	0	0	0	0
ICROFILMS	543296	0	0	0	543296	0	0	0	0	0	0	0	543296
NTERTRANS	543284	0	0	0	0	0	543284	0	0	0	0	0	0
MARVELLED	543284	543284	543284	543284	0	0	0	0	0	0	0	0	543284
ERTRANSFE	543284	0	0	0	0	0	0	0	543284	0	0	0	0
UNTERTRAN	543284	0	0	0	0	543284	0	0	0	0	0	0	0
RTRANSFER	543284	0	0	0	0	0	0	0	0	543284	0	0	0
TERTRANSF	543284	0	0	0	0	0	0	543284	0	0	0	0	0
BIPARTISA	543208	0	0	543208	0	0	0	0	0	0	0	0	0
IPARTISAN	543208	0	0	0	543208	0	0	0	0	0	0	0	543208
BOATSWAIN	543041	543041	543041	543041	0	0	0	0	0	0	0	0	543041
ACHROMATI	543012	0	0	406272	0	0	136740	0	0	0	0	0	0
LASSITUDE	542975	542975	542975	542975	0	0	0	0	0	0	0	0	542975
ISHOPRICS	542896	0	0	0	542896	0	0	0	0	0	0	0	542896
NCURRENCY	542753	0	0	0	0	542753	0	0	0	0	0	0	542753
ISPHERICA	542700	0	0	0	0	0	542700	0	0	0	0	0	0
ONUCLIDES	542487	0	0	0	0	0	0	542487	0	0	0	0	542487
KSHATRIYA	542393	319384	319384	542393	0	0	0	0	0	0	0	0	319384
SCOTCHMAN	542305	542305	542305	542305	0	0	0	0	0	0	0	0	542305
LITURGIES	541870	541870	541870	541870	0	0	0	0	0	0	0	0	541870
INCUMBRAN	541851	0	0	541851	0	0	0	0	0	0	0	0	0
UNIMPEDED	541832	541832	541832	541832	0	0	0	0	0	0	0	0	541832
ABSOLUTES	541819	541819	541819	541819	0	0	0	0	0	0	0	0	541819
CANCELLIN	541748	0	0	541748	0	0	0	0	0	0	0	0	0
ANCELLING	541748	0	0	0	541748	0	0	0	0	0	0	0	541748
SSSECTION	541630	0	0	0	0	0	541630	0	0	0	0	0	311834
OSSSECTIO	541630	0	0	0	0	541630	0	0	0	0	0	0	0
CROSSSECT	541630	0	0	541630	0	0	0	0	0	0	0	0	0
ROSSSECTI	541630	0	0	0	541630	0	0	0	0	0	0	0	0
UFFRAGIST	541572	0	0	0	541572	0	0	0	0	0	0	0	178998
SUFFRAGIS	541572	0	0	541572	0	0	0	0	0	0	0	0	0
FLUIDIZED	541465	541465	541465	541465	0	0	0	0	0	0	0	0	541465
SPLEASING	541404	0	0	0	0	541404	0	0	0	0	0	0	541404
DISPLEASI	541404	0	0	541404	0	0	0	0	0	0	0	0	0
